,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,name,zone
5665,,P,P,P,,,,,,,,,Shallots,9
5666,,P,P,P,P,P,P,P,P,P,,,Shallots,6
5667,,P,P,P,P,P,P,P,P,,,,Shallots,7
5668,,P,P,P,P,P,P,P,P,,,,Shallots,5
5669,,,,S,,,,,,,,,Shallots,107
5670,,,,,T,T,,,,,,,Shallots,107
5671,,,,,P,P,,,,,,,Shallots,107
5672,,,,S,,,,,,,,,Shallots,109
5673,,,,,T,T,,,,,,,Shallots,109
5674,,,,,P,P,,,,,,,Shallots,109
5675,,,,S,,,,,,,,,Shallots,110
5676,,,,,T,T,,,,,,,Shallots,110
5677,,,,,P,P,,,,,,,Shallots,110
5678,,,S,S,,,,,,,,,Shallots,111
5679,,,,,T,T,,,,,,,Shallots,111
5680,,,,,P,P,,,,,,,Shallots,111
5681,,,S,,,,,,,,,,Shallots,112
5682,,,,T,T,,,,,,,,Shallots,112
5683,,,,P,P,,,,,,,,Shallots,112
5684,,,P,,,,,,P,,,,Shallots,11
5685,,,P,,,,,,P,,,,Shallots,14
5686,,,P,,,,,,P,,,,Shallots,16
5687,,,P,,,,,,P,,,,Shallots,113
5688,,,P,,,,,,,P,,,Shallots,10
5689,,,P,,,,,,,P,,,Shallots,114
5690,,,P,,,,,,,,P,,Shallots,13
5691,,,P,,,,,,,,P,,Shallots,12
5692,P,,,,,,,,P,P,P,P,Shallots,115
5693,P,P,,,,,,,P,P,P,P,Shallots,116
5694,P,P,P,,,,,,P,P,P,P,Shallots,15
5695,P,P,P,,,,,,P,P,P,P,Shallots,100
5696,,T,T,T,T,T,T,T,T,,,,Shallots,23
5697,,P,P,P,P,P,P,P,P,,,,Shallots,20
5698,,,,T,T,T,T,T,,,,,Shallots,21
5699,,T,T,T,T,T,T,T,T,,,,Shallots,22
5700,S,S,S,S,S,S,S,S,S,S,S,S,Silverbeet,17
5701,T,T,T,T,T,T,T,T,T,T,T,T,Silverbeet,17
5702,P,P,P,P,P,,,P,P,P,P,P,Silverbeet,17
5703,S,S,S,,,,S,,S,S,S,S,Silverbeet,1
5704,T,T,T,T,,,,T,T,T,T,T,Silverbeet,1
5705,P,P,P,,,,,P,P,P,P,P,Silverbeet,1
5706,S,S,S,S,S,S,S,S,S,S,S,S,Silverbeet,3
5707,T,T,T,T,T,T,T,T,T,T,T,T,Silverbeet,3
5708,P,P,P,P,P,,,P,P,P,P,P,Silverbeet,3
5709,S,S,S,,,,S,S,S,S,S,S,Silverbeet,2
5710,T,T,T,T,,,,T,T,T,T,T,Silverbeet,2
5711,P,P,P,,,,,,P,P,P,P,Silverbeet,2
5712,,,S,S,S,S,,,,,,,Silverbeet,4
5713,,,,T,T,T,T,,,,,,Silverbeet,4
5714,,,,P,P,P,P,,,,,,Silverbeet,4
5715,,,,,,P,P,,,,,,Silverbeet,61
5716,,,,,,P,,,,,,,Silverbeet,62
5717,,,,,,P,P,,,,,,Silverbeet,60
5718,,,,,P,P,,P,,,,,Silverbeet,59
5719,,,,,P,P,,P,,,,,Silverbeet,58
5720,,,,P,P,,,P,,,,,Silverbeet,57
5721,,,,P,P,,,P,,,,,Silverbeet,56
5722,,,,P,P,,,P,,,,,Silverbeet,55
5723,,,,P,P,,,P,P,,,,Silverbeet,54
5724,,,P,P,P,,,P,P,,,,Silverbeet,53
5725,,,P,P,P,,,P,P,,,,Silverbeet,52
5726,,P,P,P,P,,,P,P,,,,Silverbeet,51
5727,,P,P,P,P,,,P,P,P,,,Silverbeet,50
5728,,,P,P,,,P,P,,,,,Silverbeet,8
5729,,,P,P,,,P,P,,,,,Silverbeet,9
5730,T,T,T,,,,,,T,T,T,T,Silverbeet,6
5731,P,P,P,,,,,,P,P,P,P,Silverbeet,6
5732,T,T,T,T,T,T,T,T,T,T,T,T,Silverbeet,7
5733,P,P,P,P,P,P,P,P,P,P,P,P,Silverbeet,7
5734,T,T,T,T,T,,,,T,T,T,T,Silverbeet,5
5735,P,P,P,P,P,,,,P,P,P,P,Silverbeet,5
5736,,,S,,,,,,,,,,Silverbeet,107
5737,,,,,T,,,,,,,,Silverbeet,107
5738,,,,P,P,,,,,,,,Silverbeet,107
5739,,,S,,,,,,,,,,Silverbeet,109
5740,,,,,T,,,,,,,,Silverbeet,109
5741,,,,P,P,P,,,,,,,Silverbeet,109
5742,,,S,,,,,,,,,,Silverbeet,110
5743,,,,,T,,,,,,,,Silverbeet,110
5744,,,,P,P,P,,,,,,,Silverbeet,110
5745,,,S,,,,,,,,,,Silverbeet,111
5746,,,,,T,,,,,,,,Silverbeet,111
5747,,,,P,P,P,,,,,,,Silverbeet,111
5748,,,S,,,,,,,,,,Silverbeet,112
5749,,,,,T,,,,,,,,Silverbeet,112
5750,,,,P,P,P,,,,,,,Silverbeet,112
5751,,S,,,,,,,,,,,Silverbeet,11
5752,,,,T,,,,,,,,,Silverbeet,11
5753,,,P,P,,,,,,,,,Silverbeet,11
5754,,S,,,,,,,,,,,Silverbeet,14
5755,,,,T,,,,,,,,,Silverbeet,14
5756,,,P,P,,,,,,,,,Silverbeet,14
5757,,,P,P,P,P,P,,,,,,Silverbeet,16
5758,,,P,P,P,P,P,,,,,,Silverbeet,113
5759,,S,,,,,,,,,,,Silverbeet,10
5760,,,,T,,,,,,,,,Silverbeet,10
5761,,,P,P,,,,,,,,,Silverbeet,10
5762,,S,,,,,,,,,,,Silverbeet,114
5763,,,,T,,,,,,,,,Silverbeet,114
5764,,,P,P,,,,,,,,,Silverbeet,114
5765,S,,,,,,,,,,,,Silverbeet,13
5766,,,T,,,,,,,,,,Silverbeet,13
5767,,P,P,,,,,P,P,,,,Silverbeet,13
5768,S,,,,,,,,,,,,Silverbeet,12
5769,,,T,,,,,,,,,,Silverbeet,12
5770,,P,P,,,,,P,P,,,,Silverbeet,12
5771,P,P,,,,,,,,,,,Silverbeet,115
5772,P,P,,,,,,,,,,,Silverbeet,116
5773,,,S,,,,,S,,,,,Silverbeet,23
5774,,,,,T,,,,,,T,,Silverbeet,23
5775,,,P,,,,,P,,,,,Silverbeet,23
5776,,S,,,,,,,,,,,Silverbeet,20
5777,,,,,,,,,T,,,,Silverbeet,20
5778,,P,,,,,,,,,,,Silverbeet,20
5779,S,,,,,,S,,,,,,Silverbeet,21
5780,,,,T,,,,,,,T,,Silverbeet,21
5781,P,,,,,,P,,,,,,Silverbeet,21
5782,,S,,,,,,S,,,,,Silverbeet,22
5783,,,,T,,,,,,,T,,Silverbeet,22
5784,,P,,,,,,P,,,,,Silverbeet,22
5785,,,,S,S,S,,,,,,,Snow%2BPeas,17
5786,,,,,T,T,T,T,,,,,Snow%2BPeas,17
5787,,,,,P,P,P,,,,,,Snow%2BPeas,17
5788,,,,,,,S,S,S,,,,Snow%2BPeas,1
5789,,,,,,,,T,T,T,T,,Snow%2BPeas,1
5790,,,,,,,,P,P,P,,,Snow%2BPeas,1
5791,,,S,S,S,S,,,,,,,Snow%2BPeas,3
5792,,,,T,T,T,T,T,,,,,Snow%2BPeas,3
5793,,,,P,P,P,P,,,,,,Snow%2BPeas,3
5794,,,S,S,S,S,S,S,,,,,Snow%2BPeas,2
5795,,,,T,T,T,T,T,T,,,,Snow%2BPeas,2
5796,,,,P,P,P,P,P,P,,,,Snow%2BPeas,2
5797,,,,,,P,P,,,,,,Snow%2BPeas,61
5798,,,,,,P,P,,,,,,Snow%2BPeas,62
5799,,,,,P,P,P,P,,,,,Snow%2BPeas,60
5800,,,,,P,P,P,P,,,,,Snow%2BPeas,59
5801,,,,,P,P,P,P,,,,,Snow%2BPeas,58
5802,,,,,P,P,P,P,,,,,Snow%2BPeas,57
5803,,,,,P,P,P,P,,,,,Snow%2BPeas,56
5804,,,,P,P,,,P,P,,,,Snow%2BPeas,55
5805,,,,P,P,,,P,P,,,,Snow%2BPeas,54
5806,,,P,P,P,,,P,P,,,,Snow%2BPeas,53
5807,,,P,P,P,,,P,P,,,,Snow%2BPeas,52
5808,,,P,P,P,,,P,P,,,,Snow%2BPeas,51
5809,,P,P,P,P,,,P,P,,,,Snow%2BPeas,50
5810,,P,P,P,,,,,,,,,Snow%2BPeas,8
5811,,P,P,P,,,,,,,,,Snow%2BPeas,9
5812,,,,,,,,P,P,P,,,Snow%2BPeas,6
5813,,,,P,P,P,P,,,,,,Snow%2BPeas,7
5814,,,,P,P,P,P,P,P,,,,Snow%2BPeas,5
5815,,,,,P,,,,,,,,Snow%2BPeas,107
5816,,,,,P,,,,,,,,Snow%2BPeas,108
5817,,,,P,P,,,,,,,,Snow%2BPeas,109
5818,,,,P,P,,,,,,,,Snow%2BPeas,110
5819,,,,P,P,,,,,,,,Snow%2BPeas,111
5820,,,,P,P,,,,,,,,Snow%2BPeas,112
5821,,,P,P,P,,,,,,,,Snow%2BPeas,11
5822,,,P,P,P,,,,,,,,Snow%2BPeas,14
5823,,,P,P,,,,,,,,,Snow%2BPeas,16
5824,,,P,P,,,,,,,,,Snow%2BPeas,113
5825,,,P,P,,,,,,,,,Snow%2BPeas,10
5826,,,P,P,,,,,,,,,Snow%2BPeas,114
5827,P,,,,,,,,P,,,,Snow%2BPeas,13
5828,P,,,,,,,,P,,,,Snow%2BPeas,12
5829,,,,,,,,,,P,P,,Snow%2BPeas,115
5830,,,,,,,,,,P,P,,Snow%2BPeas,116
5831,P,P,,,,,,,,,,,Snow%2BPeas,15
5832,P,P,,,,,,,,,,,Snow%2BPeas,100
5833,,,,P,P,P,P,P,,,,,Snow%2BPeas,23
5834,,,P,P,P,P,,,,,,,Snow%2BPeas,20
5835,,,,,,,P,P,,,,,Snow%2BPeas,21
5836,,,P,,,P,P,P,P,,,,Snow%2BPeas,22
5837,,,,,S,S,,,,,,,Spinach,17
5838,,,,,T,T,T,,,,,,Spinach,17
5839,,,,,P,P,P,,,,,,Spinach,17
5840,,,S,S,S,S,S,S,S,,,,Spinach,1
5841,,,T,T,T,T,T,T,T,T,,,Spinach,1
5842,,,P,P,P,P,P,P,P,P,,,Spinach,1
5843,,,,S,S,S,,,,,,,Spinach,3
5844,,,,,T,T,T,T,,,,,Spinach,3
5845,,,,P,P,P,P,,,,,,Spinach,3
5846,,,S,S,S,S,S,S,S,,,,Spinach,2
5847,,,T,T,T,T,T,T,T,T,,,Spinach,2
5848,,,P,P,P,P,P,P,P,P,,,Spinach,2
5849,,,,,P,,P,,,,,,Spinach,61
5850,,,,,,P,,,,,,,Spinach,62
5851,,,,,P,,P,,,,,,Spinach,60
5852,,,,,P,,,P,,,,,Spinach,59
5853,,,,P,P,,P,P,,,,,Spinach,58
5854,,,,P,P,,P,P,,,,,Spinach,57
5855,,,,P,P,,,P,P,,,,Spinach,56
5856,,,,P,P,,,P,P,,,,Spinach,55
5857,,,,P,P,,,P,P,,,,Spinach,54
5858,,,,P,P,,,P,P,,,,Spinach,53
5859,,,P,P,P,,,P,P,,,,Spinach,52
5860,,P,P,P,P,,,,P,P,,,Spinach,51
5861,,P,P,P,P,,,P,P,P,,,Spinach,50
5862,,,P,P,,,,,P,P,,,Spinach,8
5863,,,P,P,,,,,P,P,,,Spinach,9
5864,,,P,P,P,P,P,P,P,,,,Spinach,6
5865,,,P,P,P,,,,,,,,Spinach,5
5866,,,,P,P,,,P,,,,,Spinach,107
5867,,,,P,P,,,P,,,,,Spinach,108
5868,,,,P,P,P,P,,,,,,Spinach,109
5869,,,,P,P,P,P,,,,,,Spinach,110
5870,,,,P,P,P,,P,,,,,Spinach,111
5871,,,,P,P,,,P,,,,,Spinach,112
5872,,,,P,,,,P,P,,,,Spinach,11
5873,,,,P,,,,P,P,,,,Spinach,14
5874,,,,P,,,,P,P,,,,Spinach,16
5875,,,,P,,,,P,P,,,,Spinach,113
5876,P,P,P,P,,,,,P,P,,,Spinach,10
5877,P,P,P,P,,,,,P,P,,,Spinach,114
5878,P,P,P,,,,,,P,P,,,Spinach,13
5879,,P,P,,,,,,P,P,,,Spinach,12
5880,,P,,,,,,,,,P,P,Spinach,115
5881,,P,,,,,,,,,P,P,Spinach,116
5882,P,P,,,,,,,,P,P,,Spinach,15
5883,P,P,,,,,,,,P,P,P,Spinach,100
5884,,,P,P,P,,,,P,P,,,Spinach,23
5885,,P,P,P,P,,,,P,P,,,Spinach,20
5886,P,P,P,P,,,,P,P,P,P,P,Spinach,21
5887,P,P,P,P,,,,P,P,P,P,P,Spinach,22
5888,,,,,,,,S,S,S,,,Spring%2Bonions,17
5889,,,,,,,,,T,T,T,T,Spring%2Bonions,17
5890,,,,,,,,,P,P,P,,Spring%2Bonions,17
5891,S,S,S,S,,,,S,S,S,S,S,Spring%2Bonions,1
5892,T,T,T,T,T,,,T,T,T,T,T,Spring%2Bonions,1
5893,P,P,P,P,,,,,P,P,P,P,Spring%2Bonions,1
5894,,S,S,S,,,S,S,,,,,Spring%2Bonions,3
5895,,,T,T,T,,,T,T,,,,Spring%2Bonions,3
5896,,,P,P,,,P,P,P,,,,Spring%2Bonions,3
5897,S,S,S,S,S,,S,S,S,S,S,S,Spring%2Bonions,2
5898,T,T,T,T,T,,T,T,T,T,T,T,Spring%2Bonions,2
5899,,,,S,S,S,S,,,,,,Spring%2Bonions,4
5900,,,,,T,T,T,T,,,,,Spring%2Bonions,4
5901,,,,,P,P,P,P,,,,,Spring%2Bonions,4
5902,,,,,S,,,,,,,,Spring%2Bonions,61
5903,,,,,,T,T,,,,,,Spring%2Bonions,61
5904,,,,,,P,,,,,,,Spring%2Bonions,61
5905,,,,,S,,,,,,,,Spring%2Bonions,62
5906,,,,,,T,,,,,,,Spring%2Bonions,62
5907,,,,S,,,,,,,,,Spring%2Bonions,60
5908,,,,,T,,,,,,,,Spring%2Bonions,60
5909,,,,,P,P,P,P,,,,,Spring%2Bonions,60
5910,,,,S,,,,,,,,,Spring%2Bonions,59
5911,,,,,T,,,,,,,,Spring%2Bonions,59
5912,,,,,P,P,P,P,,,,,Spring%2Bonions,59
5913,,,,S,,,,,,,,,Spring%2Bonions,58
5914,,,,,T,,,,,,,,Spring%2Bonions,58
5915,,,,,P,P,P,P,,,,,Spring%2Bonions,58
5916,,,,S,,,,,,,,,Spring%2Bonions,57
5917,,,,,T,,,,,,,,Spring%2Bonions,57
5918,,,,,P,P,P,P,,,,,Spring%2Bonions,57
5919,,,,S,,,,,,,,,Spring%2Bonions,56
5920,,,,,T,,,,,,,,Spring%2Bonions,56
5921,,,,,P,P,P,P,,,,,Spring%2Bonions,56
5922,,,S,,,,,,,,,,Spring%2Bonions,55
5923,,,,T,,,,,,,,,Spring%2Bonions,55
5924,,,,P,P,P,P,P,,,,,Spring%2Bonions,55
5925,,,S,,,,,,,,,,Spring%2Bonions,54
5926,,,,T,,,,,,,,,Spring%2Bonions,54
5927,,,,P,P,P,P,P,P,,,,Spring%2Bonions,54
5928,,,S,,,,,,,,,,Spring%2Bonions,53
5929,,,,T,,,,,,,,,Spring%2Bonions,53
5930,,,,P,P,P,P,P,P,,,,Spring%2Bonions,53
5931,,S,,,,,,,,,,,Spring%2Bonions,52
5932,,,T,T,,,,,,,,,Spring%2Bonions,52
5933,,,P,P,P,P,P,P,P,,,,Spring%2Bonions,52
5934,,S,,,,,,,,,,,Spring%2Bonions,51
5935,,,T,T,,,,,,,,,Spring%2Bonions,51
5936,,,P,P,P,P,P,P,P,,,,Spring%2Bonions,51
5937,S,S,,,,,,,,,,,Spring%2Bonions,50
5938,,,T,T,,,,,,,,,Spring%2Bonions,50
5939,,P,P,P,P,P,P,P,P,,,,Spring%2Bonions,50
5940,,,P,P,P,,,,,,,,Spring%2Bonions,8
5941,,,P,P,P,,,,,,,,Spring%2Bonions,9
5942,,,,,,,,,P,P,,,Spring%2Bonions,6
5943,,,,,,,P,P,P,,,,Spring%2Bonions,7
5944,,,,,,,P,P,P,,,,Spring%2Bonions,5
5945,,,S,,,,,,,,,,Spring%2Bonions,107
5946,,,,,T,,,,,,,,Spring%2Bonions,107
5947,,,,,P,,,,,,,,Spring%2Bonions,107
5948,,,S,,,,,,,,,,Spring%2Bonions,108
5949,,,,,T,,,,,,,,Spring%2Bonions,108
5950,,,,,P,,,,,,,,Spring%2Bonions,108
5951,,,S,,,,,,,,,,Spring%2Bonions,109
5952,,,,,T,,,,,,,,Spring%2Bonions,109
5953,,,,,P,P,,,,,,,Spring%2Bonions,109
5954,,,S,,,,,,,,,,Spring%2Bonions,110
5955,,,,,T,,,,,,,,Spring%2Bonions,110
5956,,,,,P,P,,,,,,,Spring%2Bonions,110
5957,,,P,P,,,,,,,,,Spring%2Bonions,111
5958,,,P,P,,,,,,,,,Spring%2Bonions,112
5959,,S,,,,,,,,,,,Spring%2Bonions,11
5960,,,,P,,,,,,,,,Spring%2Bonions,11
5961,,S,,,,,,,,,,,Spring%2Bonions,14
5962,,,,P,,,,,,,,,Spring%2Bonions,14
5963,,S,,,,,,,,,,,Spring%2Bonions,16
5964,,,,T,,,,,,,,,Spring%2Bonions,16
5965,,,,P,P,P,P,,,,,,Spring%2Bonions,16
5966,,S,,,,,,,,,,,Spring%2Bonions,113
5967,,,,T,,,,,,,,,Spring%2Bonions,113
5968,,,,P,P,P,P,,,,,,Spring%2Bonions,113
5969,,,S,,,,,,,,,,Spring%2Bonions,10
5970,,,,,T,,,,,,,,Spring%2Bonions,10
5971,,,,,P,,,,P,P,,,Spring%2Bonions,10
5972,,,S,,,,,,,,,,Spring%2Bonions,114
5973,,,,,T,,,,,,,,Spring%2Bonions,114
5974,,,,,P,,,,P,P,,,Spring%2Bonions,114
5975,,,,,,,,,,P,P,,Spring%2Bonions,13
5976,,,,,,,,,,P,P,,Spring%2Bonions,12
5977,,,,,,,,,,,P,P,Spring%2Bonions,115
5978,,,,,,,,,,,P,P,Spring%2Bonions,116
5979,P,,,,,,,,,,,P,Spring%2Bonions,15
5980,P,,,,,,,,,,,P,Spring%2Bonions,100
5981,,,,,,,,,S,,,,Spring%2Bonions,23
5982,,,,,T,,,,,,,,Spring%2Bonions,23
5983,,,,,,,,,P,,,,Spring%2Bonions,23
5984,S,,,,,,,,,,,,Spring%2Bonions,20
5985,,,,T,,,,,,,,,Spring%2Bonions,20
5986,P,,,,,,,,,,,,Spring%2Bonions,20
5987,,P,P,P,,,,,,,,,Spring%2Bonions,21
5988,,P,P,P,,,,,,,,,Spring%2Bonions,22
5989,S,,,,,,,S,S,S,S,S,Squash,17
5990,T,T,T,,,,,,T,T,T,T,Squash,17
5991,P,P,,,,,,,P,P,P,P,Squash,17
5992,,,,,,,,S,S,S,S,S,Squash,1
5993,T,T,,,,,,,,T,T,T,Squash,1
5994,P,,,,,,,,,P,P,P,Squash,1
5995,S,,,,,,,S,S,S,S,S,Squash,3
5996,T,T,T,,,,,,,T,T,T,Squash,3
5997,P,P,,,,,,,,P,P,P,Squash,3
5998,,,,,,,S,S,S,S,S,S,Squash,2
5999,T,T,,,,,,,T,T,T,T,Squash,2
6000,P,,,,,,,,,P,P,P,Squash,2
6001,,,S,S,S,S,,,,,,,Squash,4
6002,,,,T,T,T,T,T,,,,,Squash,4
6003,,,,P,P,P,P,,,,,,Squash,4
6004,,,,,S,,,,,,,,Squash,61
6005,,,,,,T,,,,,,,Squash,61
6006,,,,,S,,,,,,,,Squash,62
6007,,,,,,T,,,,,,,Squash,62
6008,,,,S,,,,,,,,,Squash,60
6009,,,,,T,,,,,,,,Squash,60
6010,,,,,S,,,,,,,,Squash,59
6011,,,,,,T,T,,,,,,Squash,59
6012,,,,,S,,,,,,,,Squash,58
6013,,,,,,T,T,,,,,,Squash,58
6014,,,,,S,,,,,,,,Squash,57
6015,,,,,,T,T,,,,,,Squash,57
6016,,,,,S,,,,,,,,Squash,56
6017,,,,,,T,T,,,,,,Squash,56
6018,,,,S,,,,,,,,,Squash,55
6019,,,,,T,T,T,,,,,,Squash,55
6020,,,,S,,,,,,,,,Squash,54
6021,,,,,T,T,T,,,,,,Squash,54
6022,,,,S,,,,,,,,,Squash,53
6023,,,,,T,T,T,,,,,,Squash,53
6024,,,,S,,,,,,,,,Squash,52
6025,,,,,T,T,T,T,,,,,Squash,52
6026,,,,S,,,,,,,,,Squash,51
6027,,,,,T,T,T,T,,,,,Squash,51
6028,,,S,,,,,,,,,,Squash,50
6029,,,,T,T,T,T,T,,,,,Squash,50
6030,,,,,S,,,,,,,,Squash,8
6031,,,,,,,T,,,,,,Squash,8
6032,,,,S,,,,,,,,,Squash,9
6033,,,,,,T,T,,,,,,Squash,9
6034,,,,,,,,,,S,,,Squash,6
6035,T,,,,,,,,,,,T,Squash,6
6036,,,,,,,,S,,,,,Squash,7
6037,,,,,,,,,,T,T,,Squash,7
6038,P,,,,,,,,,,,P,Squash,7
6039,,,,,,,,,S,,,,Squash,5
6040,,,,,,,,,,,T,T,Squash,5
6041,,,,S,,,,,,,,,Squash,107
6042,,,,,T,,,,,,,,Squash,107
6043,,,,,P,P,,,,,,,Squash,107
6044,,,,S,,,,,,,,,Squash,108
6045,,,,,T,,,,,,,,Squash,108
6046,,,,,P,P,,,,,,,Squash,108
6047,,,,S,,,,,,,,,Squash,109
6048,,,,,,T,,,,,,,Squash,109
6049,,,,,P,P,,,,,,,Squash,109
6050,,,,S,,,,,,,,,Squash,110
6051,,,,,,T,,,,,,,Squash,110
6052,,,,,P,P,,,,,,,Squash,110
6053,,,,S,,,,,,,,,Squash,111
6054,,,,,,T,,,,,,,Squash,111
6055,,,,,P,P,,,,,,,Squash,111
6056,,,,S,,,,,,,,,Squash,112
6057,,,,,,T,,,,,,,Squash,112
6058,,,,,P,P,,,,,,,Squash,112
6059,,,S,,,,,,,,,,Squash,11
6060,,,,T,T,,,,,,,,Squash,11
6061,,,,P,P,,,,,,,,Squash,11
6062,,,S,,,,,,,,,,Squash,14
6063,,,,T,T,,,,,,,,Squash,14
6064,,,,P,P,,,,,,,,Squash,14
6065,,,S,,,,,,,,,,Squash,16
6066,,,,T,T,,,,,,,,Squash,16
6067,,,,P,P,,,,,,,,Squash,16
6068,,,S,,,,,,,,,,Squash,113
6069,,,,T,T,,,,,,,,Squash,113
6070,,,,P,P,,,,,,,,Squash,113
6071,,,S,,,,,,,,,,Squash,10
6072,,,,,T,,,,,,,,Squash,10
6073,,,,P,P,,,P,,,,,Squash,10
6074,,,S,,,,,,,,,,Squash,114
6075,,,,,T,,,,,,,,Squash,114
6076,,,,P,P,,,P,,,,,Squash,114
6077,,,S,,,,,,,,,,Squash,13
6078,,,,,T,,,,,,,,Squash,13
6079,,,,P,P,,,P,,,,,Squash,13
6080,,,S,,,,,,,,,,Squash,12
6081,,,,,T,,,,,,,,Squash,12
6082,,,,P,P,,,P,,,,,Squash,12
6083,,,,P,,,,P,P,,,,Squash,115
6084,,,,P,,,,P,P,,,,Squash,116
6085,,,P,P,,,,P,P,,,,Squash,15
6086,,,P,P,,,,P,P,,,,Squash,100
6087,,,,,,,,,P,P,P,,Squash,23
6088,,P,P,P,P,P,P,P,,,,,Squash,20
6089,,,,,,,,,P,P,P,P,Squash,21
6090,,,,,,,,,P,P,P,,Squash,22
6091,,,,,S,S,,,,,,,Strawberries%2B%28from%2Bseeds%29,17
6092,,,,,,,,S,S,S,,,Strawberries%2B%28from%2Bseeds%29,1
6093,,,,S,S,S,S,,,,,,Strawberries%2B%28from%2Bseeds%29,3
6094,,,,,,S,S,S,,,,,Strawberries%2B%28from%2Bseeds%29,2
6095,,,,S,S,S,,,,,,,Strawberries%2B%28from%2Bseeds%29,4
6096,,,,S,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,61
6097,,,,,,T,,,,,,,Strawberries%2B%28from%2Bseeds%29,61
6098,,,,S,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,62
6099,,,,,,T,,,,,,,Strawberries%2B%28from%2Bseeds%29,62
6100,,,,S,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,59
6101,,,,,,T,,,,,,,Strawberries%2B%28from%2Bseeds%29,59
6102,,,S,S,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,58
6103,,,,,T,T,,,,,,,Strawberries%2B%28from%2Bseeds%29,58
6104,,,S,S,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,57
6105,,,,,T,T,,,,,,,Strawberries%2B%28from%2Bseeds%29,57
6106,,,S,S,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,56
6107,,,,,T,T,,,,,,,Strawberries%2B%28from%2Bseeds%29,56
6108,,,S,S,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,55
6109,,,,,T,T,,,,,,,Strawberries%2B%28from%2Bseeds%29,55
6110,,,S,S,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,54
6111,,,,,T,T,,,,,,,Strawberries%2B%28from%2Bseeds%29,54
6112,,,S,S,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,53
6113,,,,,T,T,,,,,,,Strawberries%2B%28from%2Bseeds%29,53
6114,,,S,S,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,52
6115,,,,,T,T,,,,,,,Strawberries%2B%28from%2Bseeds%29,52
6116,,S,S,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,51
6117,,,,T,T,T,,,,,,,Strawberries%2B%28from%2Bseeds%29,51
6118,,S,S,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,50
6119,,,,T,T,T,,,,,,,Strawberries%2B%28from%2Bseeds%29,50
6120,,,,,S,S,S,,,,,,Strawberries%2B%28from%2Bseeds%29,8
6121,,,,,S,S,S,,,,,,Strawberries%2B%28from%2Bseeds%29,9
6122,,,,,,,,S,S,S,,,Strawberries%2B%28from%2Bseeds%29,6
6123,,,,,S,S,S,S,,,,,Strawberries%2B%28from%2Bseeds%29,7
6124,,,,,,S,S,S,,,,,Strawberries%2B%28from%2Bseeds%29,5
6125,,,S,S,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,107
6126,,,,,,T,,,,,,,Strawberries%2B%28from%2Bseeds%29,107
6127,,,,,,P,,,,,,,Strawberries%2B%28from%2Bseeds%29,107
6128,,,S,S,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,108
6129,,,,,,T,,,,,,,Strawberries%2B%28from%2Bseeds%29,108
6130,,S,S,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,109
6131,,,,,T,T,,,,,,,Strawberries%2B%28from%2Bseeds%29,109
6132,,,,,P,P,,,,,,,Strawberries%2B%28from%2Bseeds%29,109
6133,,S,S,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,110
6134,,,,,T,,,,,,,,Strawberries%2B%28from%2Bseeds%29,110
6135,,,,,P,P,,,,,,,Strawberries%2B%28from%2Bseeds%29,110
6136,,S,S,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,111
6137,,,,,T,,,,,,,,Strawberries%2B%28from%2Bseeds%29,111
6138,,,,,P,P,,,,,,,Strawberries%2B%28from%2Bseeds%29,111
6139,,S,S,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,112
6140,,,,,T,,,,,,,,Strawberries%2B%28from%2Bseeds%29,112
6141,,,,,P,P,,,,,,,Strawberries%2B%28from%2Bseeds%29,112
6142,,S,S,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,11
6143,,,,,T,,,,,,,,Strawberries%2B%28from%2Bseeds%29,11
6144,,,,,P,P,,,,,,,Strawberries%2B%28from%2Bseeds%29,11
6145,,S,S,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,14
6146,,,,,T,,,,,,,,Strawberries%2B%28from%2Bseeds%29,14
6147,,,,,P,P,,,,,,,Strawberries%2B%28from%2Bseeds%29,14
6148,,S,S,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,16
6149,,,,,T,,,,,,,,Strawberries%2B%28from%2Bseeds%29,16
