,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,name,zone,hardiness_zone
20,,,,P,P,,,,,,,,Amaranth,10,7a
21,,,,P,P,,,,,,,,Amaranth,114,7b
22,,,P,P,,,,,,,,,Amaranth,13,8a
23,,,P,P,,,,,,,,,Amaranth,12,8b
24,,P,,P,,,,,,,,,Amaranth,115,9a
25,,P,,P,,,,,,,,,Amaranth,116,9b
26,P,P,,,,,,,,,,,Amaranth,15,10a
27,P,P,,,,,,,,,,,Amaranth,100,10b
61,,,,,,,,,P,,,,Angelica,111,4a
62,,,,,,,,,P,,,,Angelica,112,4b
63,,,,,P,,,,,,,,Angelica,11,5a
64,,,,,P,,,,,,,,Angelica,14,5b
65,,,P,,,,,,,,,,Angelica,16,6a
66,,,P,,,,,,,,,,Angelica,113,6b
67,,,P,,,,,,,,,,Angelica,10,7a
68,,,P,,,,,,,,,,Angelica,114,7b
69,,,,,,,,,,,P,,Angelica,13,8a
70,,,,,,,,,,,P,,Angelica,12,8b
71,,,,,,,,,,,,P,Angelica,115,9a
72,,,,,,,,,,,P,,Angelica,116,9b
73,,,,,,,,,,,,P,Angelica,15,10a
74,,,,,,,,,,,,P,Angelica,100,10b
126,,S,,,,,,,,,,,Artichokes,111,4a
127,,,,T,,,,,,,,,Artichokes,111,4a
128,,,,P,,,,,,,,,Artichokes,111,4a
129,,S,,,,,,,,,,,Artichokes,112,4b
130,,,,T,,,,,,,,,Artichokes,112,4b
131,,,,P,,,,,,,,,Artichokes,112,4b
132,,S,,,,,,,,,,,Artichokes,11,5a
133,,,,T,,,,,,,,,Artichokes,11,5a
134,,,,P,,,,,,,,,Artichokes,11,5a
135,,S,,,,,,,,,,,Artichokes,14,5b
136,,,,T,,,,,,,,,Artichokes,14,5b
137,,,,P,,,,,,,,,Artichokes,14,5b
138,,S,S,,,,,,,,,,Artichokes,16,6a
139,,,,,T,,,,,,,,Artichokes,16,6a
140,,S,S,,,,,,,,,,Artichokes,113,6b
141,,,,,T,,,,,,,,Artichokes,113,6b
142,,S,S,,,,,,,,,,Artichokes,10,7a
143,,,,,T,,,,,,,,Artichokes,10,7a
144,,S,S,,,,,,,,,,Artichokes,114,7b
145,,,,T,,,,,,,,,Artichokes,114,7b
146,,S,S,,,,,,,,,,Artichokes,13,8a
147,,,,,T,,,,,,,,Artichokes,13,8a
148,,S,S,,,,,,,,,,Artichokes,12,8b
149,,,,,T,,,,,,,,Artichokes,12,8b
150,S,S,,,,,,,,,,,Artichokes,115,9a
151,,,,T,,,,,,,,,Artichokes,115,9a
152,S,S,,,,,,,,,,,Artichokes,116,9b
153,,,,T,,,,,,,,,Artichokes,116,9b
154,,,,,,,,,,,,S,Artichokes,15,10a
155,,T,,,,,,,,,,,Artichokes,15,10a
156,,,,,,,,,,,S,,Artichokes,100,10b
157,T,,,,,,,,,,,,Artichokes,100,10b
206,,,S,,,,,,,,,,Asparagus,107,2a
207,,,,,T,,,,,,,,Asparagus,107,2a
208,,,,,P,,,,,,,,Asparagus,107,2a
209,,,S,,,,,,,,,,Asparagus,108,2b
210,,,,,T,,,,,,,,Asparagus,108,2b
211,,,,,P,,,,,,,,Asparagus,108,2b
212,,,,S,,,,,,,,,Asparagus,109,3a
213,,,,,,T,,,,,,,Asparagus,109,3a
214,,,,S,,,,,,,,,Asparagus,110,3b
215,,,,,,T,,,,,,,Asparagus,110,3b
216,,,,S,,,,,,,,,Asparagus,111,4a
217,,,,,,T,,,,,,,Asparagus,111,4a
218,,,,S,,,,,,,,,Asparagus,112,4b
219,,,,,,T,,,,,,,Asparagus,112,4b
220,,,S,,,,,,,,,,Asparagus,11,5a
221,,,,,T,,,,,,,,Asparagus,11,5a
222,,,S,,,,,,,,,,Asparagus,14,5b
223,,,,,T,,,,,,,,Asparagus,14,5b
224,,,S,,,,,,,,,,Asparagus,16,6a
225,,,,,T,,,,,,,,Asparagus,16,6a
226,,,S,,,,,,,,,,Asparagus,113,6b
227,,,,,T,,,,,,,,Asparagus,113,6b
228,,P,P,,,,,,,,P,P,Asparagus,10,7a
229,,P,P,,,,,,,,P,P,Asparagus,114,7b
230,,P,P,,,,,,,,P,P,Asparagus,13,8a
231,,P,P,,,,,,,,P,P,Asparagus,12,8b
232,P,P,,,,,,,,,P,P,Asparagus,15,10a
259,,,,,P,,,,,,,,Asparagus Pea,11,5a
260,,,,,P,,,,,,,,Asparagus Pea,14,5b
261,,,,P,,,,,,,,,Asparagus Pea,16,6a
262,,,,P,,,,,,,,,Asparagus Pea,113,6b
263,,,,P,,,,,,,,,Asparagus Pea,10,7a
264,,,,P,,,,,,,,,Asparagus Pea,114,7b
265,,,,P,P,,,,,,,,Asparagus Pea,13,8a
266,,,,P,P,,,,,,,,Asparagus Pea,12,8b
267,,,P,P,,,,,,,,,Asparagus Pea,115,9a
268,,,P,P,,,,,,,,,Asparagus Pea,116,9b
269,,,P,,,,,,,,,,Asparagus Pea,15,10a
270,,,P,,,,,,,,,,Asparagus Pea,100,10b
271,,P,,,,,,,,,,,Asparagus Pea,101,11a
272,,P,,,,,,,,,,,Asparagus Pea,102,11b
310,,,,S,,,,,,,,,Basil,107,2a
311,,,,,T,,,,,,,,Basil,107,2a
312,,,,S,,,,,,,,,Basil,108,2b
313,,,,,T,,,,,,,,Basil,108,2b
314,,,,S,,,,,,,,,Basil,109,3a
315,,,,,T,,,,,,,,Basil,109,3a
316,,,,,P,,,,,,,,Basil,109,3a
317,,,,S,,,,,,,,,Basil,110,3b
318,,,,,T,T,,,,,,,Basil,110,3b
319,,,,,P,P,,,,,,,Basil,110,3b
320,,,,S,,,,,,,,,Basil,111,4a
321,,,,,T,T,,,,,,,Basil,111,4a
322,,,,,P,P,,,,,,,Basil,111,4a
323,,,,S,,,,,,,,,Basil,112,4b
324,,,,,T,T,,,,,,,Basil,112,4b
325,,,,,P,P,,,,,,,Basil,112,4b
326,,,S,,,,,,,,,,Basil,11,5a
327,,,,T,,,,,,,,,Basil,11,5a
328,,,,P,P,,,,,,,,Basil,11,5a
329,,,S,,,,,,,,,,Basil,14,5b
330,,,,T,,,,,,,,,Basil,14,5b
331,,,,P,P,,,,,,,,Basil,14,5b
332,,,S,,,,,,,,,,Basil,16,6a
333,,,,T,,,,,,,,,Basil,16,6a
334,,,,P,P,,,,,,,,Basil,16,6a
335,,,S,,,,,,,,,,Basil,113,6b
336,,,,T,,,,,,,,,Basil,113,6b
337,,,,P,P,,,,,,,,Basil,113,6b
338,,,S,,,,,,,,,,Basil,10,7a
339,,,,T,,,,,,,,,Basil,10,7a
340,,,,P,P,,,,,,,,Basil,10,7a
341,,,S,,,,,,,,,,Basil,114,7b
342,,,,T,,,,,,,,,Basil,114,7b
343,,,,P,P,,,,,,,,Basil,114,7b
344,,,S,,,,,,,,,,Basil,13,8a
345,,,,T,,,,,,,,,Basil,13,8a
346,,,,P,P,,,,,,,,Basil,13,8a
347,,,S,,,,,,,,,,Basil,12,8b
348,,,,T,,,,,,,,,Basil,12,8b
349,,,,P,P,,,,,,,,Basil,12,8b
350,,S,,,,,,,,,,,Basil,115,9a
351,,,T,,,,,,,,,,Basil,115,9a
352,,,P,P,,,,,,,,,Basil,115,9a
353,,S,,,,,,,,,,,Basil,116,9b
354,,,T,,,,,,,,,,Basil,116,9b
355,,,P,P,,,,,,,,,Basil,116,9b
356,,S,,,,,,,,,,,Basil,15,10a
357,,,T,T,,,,,,,,,Basil,15,10a
358,,,P,P,P,,,,,,,,Basil,15,10a
359,S,,,,,,,,,,,,Basil,100,10b
360,,T,,,,,,,,,,,Basil,100,10b
361,,P,P,,,,,,,,,,Basil,100,10b
362,P,P,,,,,,,,,,,Basil,101,11a
363,P,,,,,,,,,,,,Basil,102,11b
364,P,,,,,,,,,,,,Basil,103,12a
365,P,,,,,,,,,,,,Basil,104,12b
366,P,,,,,,,,,,,,Basil,105,13a
367,P,,,,,,,,,,,,Basil,106,13b
407,,,,,P,P,P,,,,,,Beans - climbing,107,2a
408,,,,,,P,P,,,,,,Beans - climbing,108,2b
409,,,,,P,P,P,,,,,,Beans - climbing,109,3a
410,,,,,P,P,P,,,,,,Beans - climbing,110,3b
411,,,,,P,P,P,,,,,,Beans - climbing,111,4a
412,,,,,P,P,,,,,,,Beans - climbing,112,4b
413,,,,,P,,,,,,,,Beans - climbing,11,5a
414,,,,,P,,,,,,,,Beans - climbing,14,5b
415,,,,,P,P,,,,,,,Beans - climbing,16,6a
416,,,,,P,P,,,,,,,Beans - climbing,113,6b
417,,,,P,P,,P,P,,,,,Beans - climbing,10,7a
418,,,,P,P,,P,P,,,,,Beans - climbing,114,7b
419,,,,P,,,P,P,,,,,Beans - climbing,13,8a
420,,,,P,,,P,P,,,,,Beans - climbing,12,8b
421,,,P,P,,,,P,P,,,,Beans - climbing,115,9a
422,,,P,P,,,,P,P,,,,Beans - climbing,116,9b
423,P,P,,,,,,P,P,P,P,,Beans - climbing,15,10a
424,,T,,,,,,,,,,,Beans - climbing,100,10b
425,,P,P,P,,,,P,P,,,,Beans - climbing,100,10b
426,P,P,P,,,,,,,P,,,Beans - climbing,101,11a
427,P,P,P,,,,,,,P,,,Beans - climbing,102,11b
428,P,P,P,,,,,,,,,,Beans - climbing,103,12a
429,P,P,P,,,,,,,,,,Beans - climbing,104,12b
430,P,P,,,,,,,,,,P,Beans - climbing,105,13a
431,P,P,,,,,,,,,,P,Beans - climbing,106,13b
470,,,,,P,P,P,,,,,,Beans - dwarf,107,2a
471,,,,,P,P,,,,,,,Beans - dwarf,108,2b
472,,,,,P,P,P,,,,,,Beans - dwarf,109,3a
473,,,,,P,P,P,,,,,,Beans - dwarf,110,3b
474,,,,,P,P,P,,,,,,Beans - dwarf,111,4a
475,,,,,P,P,P,,,,,,Beans - dwarf,112,4b
476,,,,,P,P,,,,,,,Beans - dwarf,11,5a
477,,,,,P,P,,,,,,,Beans - dwarf,14,5b
478,,,,,P,P,,,,,,,Beans - dwarf,16,6a
479,,,,,P,P,P,,,,,,Beans - dwarf,113,6b
480,,,,P,P,P,,,,,,,Beans - dwarf,10,7a
481,,,,P,P,P,,,,,,,Beans - dwarf,114,7b
482,,,P,P,P,,,,,,,,Beans - dwarf,13,8a
483,,,P,P,P,,,,,,,,Beans - dwarf,12,8b
484,,,P,P,,,,P,P,,,,Beans - dwarf,115,9a
485,,,P,P,,,,P,P,,,,Beans - dwarf,116,9b
486,S,,,,,,,,,,,,Beans - dwarf,15,10a
487,,T,,,,,,,,,,,Beans - dwarf,15,10a
488,,P,P,P,,,,,P,,,,Beans - dwarf,15,10a
489,S,,,,,,,,,,,,Beans - dwarf,100,10b
490,,T,,,,,,,,,,,Beans - dwarf,100,10b
491,,P,P,P,,,,,P,,,,Beans - dwarf,100,10b
492,P,P,P,,,,,,,P,,,Beans - dwarf,101,11a
493,P,P,P,,,,,,,P,,,Beans - dwarf,102,11b
494,P,P,P,,,,,,,,,,Beans - dwarf,103,12a
495,P,P,P,,,,,,,,,,Beans - dwarf,104,12b
496,P,P,,,,,,,,,,P,Beans - dwarf,105,13a
497,P,P,,,,,,,,,,P,Beans - dwarf,106,13b
535,,,S,,,,,,,,,,Beetroot,107,2a
536,,,,,T,,,,,,,,Beetroot,107,2a
537,,,,P,P,P,,,,,,,Beetroot,107,2a
538,,,S,,,,,,,,,,Beetroot,108,2b
539,,,,,T,,,,,,,,Beetroot,108,2b
540,,,,P,P,P,,,,,,,Beetroot,108,2b
541,,,,P,P,P,,,,,,,Beetroot,109,3a
542,,,,P,P,P,,,,,,,Beetroot,110,3b
543,,,,P,P,P,P,,,,,,Beetroot,111,4a
544,,,,P,P,P,P,,,,,,Beetroot,112,4b
545,,,P,P,P,P,P,,,,,,Beetroot,11,5a
546,,,P,P,P,P,P,,,,,,Beetroot,14,5b
547,,,P,P,P,,P,,,,,,Beetroot,16,6a
548,,,P,P,P,,P,,,,,,Beetroot,113,6b
549,,P,P,,,,,P,P,,,,Beetroot,10,7a
550,,P,P,,,,,P,P,,,,Beetroot,114,7b
551,S,,,,,,,,,,,,Beetroot,13,8a
552,,T,T,,,,,,,,,,Beetroot,13,8a
553,,P,P,,,,,P,P,,,,Beetroot,13,8a
554,S,,,,,,,,,,,,Beetroot,12,8b
555,,T,T,,,,,,,,,,Beetroot,12,8b
556,,P,P,,,,,,P,P,,,Beetroot,12,8b
557,P,P,P,,,,,,P,P,P,P,Beetroot,115,9a
558,P,P,P,,,,,,P,P,P,P,Beetroot,116,9b
559,P,P,P,,,,,,P,P,P,P,Beetroot,15,10a
560,P,P,P,,,,,,P,P,P,P,Beetroot,100,10b
599,,,,,P,,,,,,,,Borage,110,3b
600,,,,,P,,,,,,,,Borage,111,4a
601,,,,,P,,,,,,,,Borage,112,4b
602,,,,,P,,,,,,,,Borage,11,5a
603,,,,P,,,,,,,,,Borage,14,5b
604,,,,P,,,,,,,,,Borage,16,6a
605,,,,P,,,,,,,,,Borage,113,6b
606,,,,P,,,,,,,,,Borage,10,7a
607,,,,P,,,,,,,,,Borage,114,7b
608,,,P,,,,,,,,,,Borage,13,8a
609,,,P,,,,,,,,,,Borage,12,8b
610,,P,,,,,,,,,,,Borage,115,9a
611,,P,,,,,,,,,,,Borage,116,9b
612,P,P,,,,,,,,,,,Borage,15,10a
613,P,P,,,,,,,,,,,Borage,100,10b
614,,,,,,,,,,,,P,Borage,101,11a
615,,,,,,,,,,,,P,Borage,102,11b
682,,,,,P,P,,,,,,,Broad Beans,107,2a
683,,,,,P,P,,,,,,,Broad Beans,108,2b
684,,,,P,,,,,,,,,Broad Beans,109,3a
685,,,,P,,,,,,,,,Broad Beans,110,3b
686,,,,,P,P,,,,,,,Broad Beans,111,4a
687,,,,,P,P,,,,,,,Broad Beans,112,4b
688,,,,,,,,P,P,,,,Broad Beans,11,5a
689,,,,,,,,P,P,,,,Broad Beans,14,5b
690,,,,,,,,P,,,,,Broad Beans,16,6a
691,,,,,,,,P,,,,,Broad Beans,113,6b
692,,,,,,,,,P,P,,,Broad Beans,10,7a
693,,,,,,,,,P,P,,,Broad Beans,114,7b
694,,,,,,,,,P,P,P,,Broad Beans,13,8a
695,,,,,,,,,P,P,P,,Broad Beans,12,8b
696,,,,,,,,,,P,,,Broad Beans,115,9a
697,,,,,,,,,,P,,,Broad Beans,116,9b
698,,,,,,,,,P,,,,Broad Beans,15,10a
699,,,,,,,,,P,,,,Broad Beans,100,10b
757,,,S,,,,,,,,,,Broccoli,109,3a
758,,,,T,,,,,,,,,Broccoli,109,3a
759,,,,P,,P,,,,,,,Broccoli,109,3a
760,,,S,,,,,,,,,,Broccoli,110,3b
761,,,,T,,,,,,,,,Broccoli,110,3b
762,,,,P,,P,,,,,,,Broccoli,110,3b
763,,,S,,,,,,,,,,Broccoli,111,4a
764,,,,T,,,,,,,,,Broccoli,111,4a
765,,,,P,,P,,,,,,,Broccoli,111,4a
766,,,S,,,,,,,,,,Broccoli,112,4b
767,,,,T,,,,,,,,,Broccoli,112,4b
768,,,,P,,P,,,,,,,Broccoli,112,4b
769,,S,,,,,,,,,,,Broccoli,11,5a
770,,,,T,,,,,,,,,Broccoli,11,5a
771,,,P,P,,,,,,,,,Broccoli,11,5a
772,,S,,,,,,,,,,,Broccoli,14,5b
773,,,,T,,,,,,,,,Broccoli,14,5b
774,,,P,P,,,,,,,,,Broccoli,14,5b
775,,,S,S,,,,,,,,,Broccoli,16,6a
776,,,,,T,T,,,,,,,Broccoli,16,6a
777,,,S,S,,,,,,,,,Broccoli,113,6b
778,,,,,T,T,,,,,,,Broccoli,113,6b
779,S,,,,,,,,,,,,Broccoli,10,7a
780,,T,,,,,,,,,,,Broccoli,10,7a
781,,P,P,,,,,P,,,,,Broccoli,10,7a
782,S,,,,,,,,,,,,Broccoli,114,7b
783,,T,,,,,,,,,,,Broccoli,114,7b
784,,P,P,,,,,P,,,,,Broccoli,114,7b
785,S,,,,,,,,,,,,Broccoli,13,8a
786,,T,T,,,,,,,,,,Broccoli,13,8a
787,,P,P,,,,P,P,,,,,Broccoli,13,8a
788,S,,,,,,,,,,,,Broccoli,12,8b
789,,T,T,,,,,,,,,,Broccoli,12,8b
790,,P,P,,,,P,P,,,,,Broccoli,12,8b
791,P,,,,,,,P,P,P,P,,Broccoli,115,9a
792,P,P,,,,,,P,P,P,P,,Broccoli,116,9b
793,,,,,,,S,S,,,,,Broccoli,15,10a
794,T,,,,,,,,T,T,T,T,Broccoli,15,10a
795,,,,,,,,,P,P,,,Broccoli,15,10a
796,,,,,,,S,,,,,,Broccoli,100,10b
797,T,,,,,,,T,T,T,T,T,Broccoli,100,10b
798,,,,,,,,P,P,P,P,,Broccoli,100,10b
864,,,S,,,,,,,,,,Brussels sprouts,107,2a
865,,,,,T,T,,,,,,,Brussels sprouts,107,2a
866,,,,,P,P,,,,,,,Brussels sprouts,107,2a
867,,,S,,,,,,,,,,Brussels sprouts,108,2b
868,,,,,T,T,,,,,,,Brussels sprouts,108,2b
869,,,,,P,P,,,,,,,Brussels sprouts,108,2b
870,,,S,,,,,,,,,,Brussels sprouts,109,3a
871,,,,T,,,,,,,,,Brussels sprouts,109,3a
872,,,,P,P,P,,,,,,,Brussels sprouts,109,3a
873,,,S,,,,,,,,,,Brussels sprouts,110,3b
874,,,,T,T,,,,,,,,Brussels sprouts,110,3b
875,,,,P,P,P,,,,,,,Brussels sprouts,110,3b
876,,,S,,,,,,,,,,Brussels sprouts,111,4a
877,,,,,T,,,,,,,,Brussels sprouts,111,4a
878,,,,,P,P,,,,,,,Brussels sprouts,111,4a
879,,,S,,,,,,,,,,Brussels sprouts,112,4b
880,,,,,T,,,,,,,,Brussels sprouts,112,4b
881,,,,,,P,,,,,,,Brussels sprouts,112,4b
882,,,S,,,,,,,,,,Brussels sprouts,11,5a
883,,,,,T,,,,,,,,Brussels sprouts,11,5a
884,,,,,P,,,,,,,,Brussels sprouts,11,5a
885,,,S,,,,,,,,,,Brussels sprouts,14,5b
886,,,,,T,,,,,,,,Brussels sprouts,14,5b
887,,,,,P,,,,,,,,Brussels sprouts,14,5b
888,,,S,,,,,,,,,,Brussels sprouts,16,6a
889,,,,,T,,,,,,,,Brussels sprouts,16,6a
890,,,,,P,P,,,,,,,Brussels sprouts,16,6a
891,,,S,,,,,,,,,,Brussels sprouts,113,6b
892,,,,,T,,,,,,,,Brussels sprouts,113,6b
893,,,,,P,P,,,,,,,Brussels sprouts,113,6b
894,,S,,,,,,,,,,,Brussels sprouts,10,7a
895,,,T,,,,,,,,,,Brussels sprouts,10,7a
896,,,P,,,,,,,,,,Brussels sprouts,10,7a
897,,S,,,,,,,,,,,Brussels sprouts,114,7b
898,,,T,,,,,,,,,,Brussels sprouts,114,7b
899,,,P,,,,,,,,,,Brussels sprouts,114,7b
900,,S,,,,,,,,,,,Brussels sprouts,13,8a
901,,,,T,,,,,,,,,Brussels sprouts,13,8a
902,,,,P,,,,,,,,,Brussels sprouts,13,8a
903,,S,,,,,,,,,,,Brussels sprouts,12,8b
904,,,,T,,,,,,,,,Brussels sprouts,12,8b
905,,,,P,,,,,,,,,Brussels sprouts,12,8b
906,,,,,,,,,P,,,,Brussels sprouts,115,9a
907,,,,,,,,,P,,,,Brussels sprouts,116,9b
908,,,,,,,,,,P,,,Brussels sprouts,15,10a
909,,,,,,,,,,P,,,Brussels sprouts,100,10b
1019,,,S,,,,,,,,,,Cabbage,107,2a
1020,,,,T,,,,,,,,,Cabbage,107,2a
1021,,,,P,P,P,,,,,,,Cabbage,107,2a
1022,,,S,,,,,,,,,,Cabbage,108,2b
1023,,,,T,T,,,,,,,,Cabbage,108,2b
1024,,,,P,P,P,,,,,,,Cabbage,108,2b
1025,,,S,,,,,,,,,,Cabbage,109,3a
1026,,,,T,,,,,,,,,Cabbage,109,3a
1027,,,,P,P,P,,,,,,,Cabbage,109,3a
1028,,,S,,,,,,,,,,Cabbage,110,3b
1029,,,,T,,,,,,,,,Cabbage,110,3b
1030,,,,P,P,P,,,,,,,Cabbage,110,3b
1031,,S,S,,,,,,,,,,Cabbage,111,4a
1032,,,,T,,,,,,,,,Cabbage,111,4a
1033,,,,P,P,P,,,P,,,,Cabbage,111,4a
1034,,S,S,,,,,,,,,,Cabbage,112,4b
1035,,,,T,,,,,,,,,Cabbage,112,4b
1036,,,,P,P,P,,,,P,,,Cabbage,112,4b
1037,,,S,,,,,,,,,,Cabbage,11,5a
1038,,,,T,,,,,,,,,Cabbage,11,5a
1039,,,,P,,,P,P,P,,,,Cabbage,11,5a
1040,,,S,,,,,,,,,,Cabbage,14,5b
1041,,,,T,,,,,,,,,Cabbage,14,5b
1042,,,,P,,,P,P,P,,,,Cabbage,14,5b
1043,,,S,,,,,,,,,,Cabbage,16,6a
1044,,,,T,,,,,,,,,Cabbage,16,6a
1045,,,,P,,,P,P,P,,,,Cabbage,16,6a
1046,,,S,,,,,,,,,,Cabbage,113,6b
1047,,,,T,,,,,,,,,Cabbage,113,6b
1048,,,,P,,,P,P,P,,,,Cabbage,113,6b
1049,P,P,P,,,,,P,P,,,,Cabbage,10,7a
1050,P,P,P,,,,,P,P,,,,Cabbage,114,7b
1051,P,P,P,,,,,,P,P,,,Cabbage,13,8a
1052,P,P,P,,,,,,P,P,,,Cabbage,12,8b
1053,,,,,,,,,,P,P,,Cabbage,115,9a
1054,,,,,,,,,,P,P,,Cabbage,116,9b
1055,,,,,,,,S,,,,,Cabbage,15,10a
1056,,,,,,,,,T,,,,Cabbage,15,10a
1057,,,,,,,,,P,P,,,Cabbage,15,10a
1058,,,,,,,,S,,,,,Cabbage,100,10b
1059,,,,,,,,,T,,,,Cabbage,100,10b
1060,,,,,,,,,P,P,,,Cabbage,100,10b
1109,,,S,,,,,,,,,,Cape Gooseberry,110,3b
1110,,,,,T,,,,,,,,Cape Gooseberry,110,3b
1111,,,,,P,,,,,,,,Cape Gooseberry,110,3b
1112,,,S,,,,,,,,,,Cape Gooseberry,111,4a
1113,,,,,T,,,,,,,,Cape Gooseberry,111,4a
1114,,,,,P,,,,,,,,Cape Gooseberry,111,4a
1115,,,S,,,,,,,,,,Cape Gooseberry,112,4b
1116,,,,,T,,,,,,,,Cape Gooseberry,112,4b
1117,,,,,P,P,,,,,,,Cape Gooseberry,112,4b
1118,,,S,,,,,,,,,,Cape Gooseberry,11,5a
1119,,,,,T,,,,,,,,Cape Gooseberry,11,5a
1120,,,,,P,,,,,,,,Cape Gooseberry,11,5a
1121,,,S,,,,,,,,,,Cape Gooseberry,14,5b
1122,,,,,T,,,,,,,,Cape Gooseberry,14,5b
1123,,,,,P,,,,,,,,Cape Gooseberry,14,5b
1124,,S,,,,,,,,,,,Cape Gooseberry,16,6a
1125,,,,T,,,,,,,,,Cape Gooseberry,16,6a
1126,,,,P,P,,,,,,,,Cape Gooseberry,16,6a
1127,,S,,,,,,,,,,,Cape Gooseberry,113,6b
1128,,,,T,,,,,,,,,Cape Gooseberry,113,6b
1129,,,,P,P,,,,,,,,Cape Gooseberry,113,6b
1130,,S,,,,,,,,,,,Cape Gooseberry,10,7a
1131,,,,T,,,,,,,,,Cape Gooseberry,10,7a
1132,,,,P,P,,,,,,,,Cape Gooseberry,10,7a
1133,,S,,,,,,,,,,,Cape Gooseberry,114,7b
1134,,,,T,,,,,,,,,Cape Gooseberry,114,7b
1135,,,,P,P,,,,,,,,Cape Gooseberry,114,7b
1136,S,,,,,,,,,,,,Cape Gooseberry,13,8a
1137,,,T,,,,,,,,,,Cape Gooseberry,13,8a
1138,,,P,P,,,,,,,,,Cape Gooseberry,13,8a
1139,S,,,,,,,,,,,,Cape Gooseberry,12,8b
1140,,,T,,,,,,,,,,Cape Gooseberry,12,8b
1141,,,P,P,,,,,,,,,Cape Gooseberry,12,8b
1142,,,,,,,,,,,,S,Cape Gooseberry,115,9a
1143,,,T,,,,,,,,,,Cape Gooseberry,115,9a
1144,,,P,,,,,,P,,,,Cape Gooseberry,115,9a
1145,,,,,,,,,,,,S,Cape Gooseberry,116,9b
1146,,,T,,,,,,,,,,Cape Gooseberry,116,9b
1147,,,P,,,,,,P,,,,Cape Gooseberry,116,9b
1148,,,,,,,,,,,S,,Cape Gooseberry,15,10a
1149,,T,,,,,,,,,,,Cape Gooseberry,15,10a
1150,,P,,,,,,,,,,,Cape Gooseberry,15,10a
1151,,,,,,,,,,,S,,Cape Gooseberry,100,10b
1152,,T,,,,,,,,,,,Cape Gooseberry,100,10b
1153,,P,,,,,,,,,,,Cape Gooseberry,100,10b
1154,P,,,,,,,,,,,,Cape Gooseberry,101,11a
1155,P,,,,,,,,,,,,Cape Gooseberry,102,11b
1156,,,,,,,,,,,,P,Cape Gooseberry,104,12b
1218,,,S,,,,,,,,,,Capsicum,107,2a
1219,,,,,T,T,,,,,,,Capsicum,107,2a
1220,,,,,P,P,,,,,,,Capsicum,107,2a
1221,,,S,,,,,,,,,,Capsicum,108,2b
1222,,,,,T,T,,,,,,,Capsicum,108,2b
1223,,,,,P,P,,,,,,,Capsicum,108,2b
1224,,,S,,,,,,,,,,Capsicum,109,3a
1225,,,,,T,T,,,,,,,Capsicum,109,3a
1226,,,,,P,P,,,,,,,Capsicum,109,3a
1227,,,S,,,,,,,,,,Capsicum,110,3b
1228,,,,,T,T,,,,,,,Capsicum,110,3b
1229,,,,,P,P,,,,,,,Capsicum,110,3b
1230,,S,S,,,,,,,,,,Capsicum,111,4a
1231,,,,,T,T,,,,,,,Capsicum,111,4a
1232,,,,,P,P,,,,,,,Capsicum,111,4a
1233,,S,S,,,,,,,,,,Capsicum,112,4b
1234,,,,,T,T,,,,,,,Capsicum,112,4b
1235,,,,,P,P,,,,,,,Capsicum,112,4b
1236,,S,S,,,,,,,,,,Capsicum,11,5a
1237,,,,T,T,,,,,,,,Capsicum,11,5a
1238,,,,P,P,,,,,,,,Capsicum,11,5a
1239,,S,S,,,,,,,,,,Capsicum,14,5b
1240,,,,T,T,,,,,,,,Capsicum,14,5b
1241,,,,P,P,,,,,,,,Capsicum,14,5b
1242,,S,S,,,,,,,,,,Capsicum,16,6a
1243,,,,T,T,,,,,,,,Capsicum,16,6a
1244,,,,P,P,,,,,,,,Capsicum,16,6a
1245,,S,S,,,,,,,,,,Capsicum,113,6b
1246,,,,T,T,,,,,,,,Capsicum,113,6b
1247,,,,P,P,,,,,,,,Capsicum,113,6b
1248,,S,S,,,,,,,,,,Capsicum,10,7a
1249,,,,T,T,T,,,,,,,Capsicum,10,7a
1250,,,,P,P,P,,,,,,,Capsicum,10,7a
1251,,S,S,,,,,,,,,,Capsicum,114,7b
1252,,,,T,T,T,,,,,,,Capsicum,114,7b
1253,,,,P,P,P,,,,,,,Capsicum,114,7b
1254,,S,S,,,,,,,,,,Capsicum,13,8a
1255,,,T,T,,,,,,,,,Capsicum,13,8a
1256,,,P,P,,,,,,,,,Capsicum,13,8a
1257,,S,,,,,,,,,,,Capsicum,12,8b
1258,,T,T,T,,,,,,,,,Capsicum,12,8b
1259,,P,P,P,,,,,,,,,Capsicum,12,8b
1260,,S,,,,,,,,,,,Capsicum,115,9a
1261,,,T,T,,,,,,,,,Capsicum,115,9a
1262,,,P,P,P,,,P,P,P,,,Capsicum,115,9a
1263,,S,,,,,,,,,,,Capsicum,116,9b
1264,,,T,T,,,,,,,,,Capsicum,116,9b
1265,,,P,P,P,,,P,P,P,,,Capsicum,116,9b
1266,S,,,,,,,,,,S,S,Capsicum,15,10a
1267,,T,T,T,,,,,,,,,Capsicum,15,10a
1268,,P,P,P,P,,,,P,,,,Capsicum,15,10a
1269,S,,,,,,,,,,S,S,Capsicum,100,10b
1270,,T,T,T,,,,,,,,,Capsicum,100,10b
1271,,P,P,P,P,,,,P,,,,Capsicum,100,10b
1272,,P,P,P,P,,,,,P,P,P,Capsicum,101,11a
